Athlete_ID,Sport_Type,Training_Hours,Training_Intensity,Sleep_Hours,Nutrition_Score,Fatigue_Level,Recovery_Index,Performance_Score,Injury_Risk,Date,Training_Load,Wellness Score,Acute_Load,Chronic_Load,ACWR,Risk_Level,Avg_Training_Load,Recent_Load,Load_Ratio
A0360,Tennis,1.33,1,8.8,91,9,56,52,High,2025-12-26,1.33,78.33333333333333,1.33,,1.0,Optimal,1.33,1.33,1.0
A0361,Athletics,4.88,10,6.1,79,6,83,57,Medium,2025-12-27,48.8,74.33333333333333,48.8,,1.0,Optimal,48.8,48.8,1.0
A0362,Football,3.27,2,6.9,78,6,72,80,Low,2025-12-28,6.54,73.0,6.54,,1.0,Optimal,6.54,6.54,1.0
A0363,Football,3.62,10,7.5,68,9,51,60,Low,2025-12-29,36.2,64.66666666666667,36.2,,1.0,Optimal,36.2,36.2,1.0
A0364,Basketball,3.2,8,9.0,95,4,88,94,Low,2025-12-30,25.6,91.0,25.6,,1.0,Optimal,25.6,25.6,1.0
A0365,Badminton,3.0,5,5.4,60,6,95,56,Low,2025-12-31,15.0,69.66666666666667,15.0,,1.0,Optimal,15.0,15.0,1.0
A0366,Badminton,3.8,7,7.0,83,4,42,94,High,2026-01-01,26.599999999999998,65.0,26.599999999999998,,1.0,Optimal,26.599999999999998,26.599999999999998,1.0
A0367,Swimming,1.78,2,6.5,99,1,82,51,Low,2026-01-02,3.56,82.0,3.56,,1.0,Optimal,3.56,3.56,1.0
A0368,Basketball,1.91,8,8.5,56,7,88,55,Medium,2026-01-03,15.28,76.33333333333333,15.28,,1.0,Optimal,15.28,15.28,1.0
A0369,Tennis,5.31,6,6.9,93,10,94,90,Low,2026-01-04,31.86,85.33333333333333,31.86,,1.0,Optimal,31.86,31.86,1.0
A0370,Badminton,5.73,8,5.4,83,6,65,81,Medium,2026-01-05,45.84,67.33333333333333,45.84,,1.0,Optimal,45.84,45.84,1.0
A0371,Athletics,2.87,1,7.5,69,9,74,69,High,2026-01-06,2.87,72.66666666666667,2.87,,1.0,Optimal,2.87,2.87,1.0
A0372,Hockey,2.35,1,8.1,99,7,47,83,Low,2026-01-07,2.35,75.66666666666667,2.35,,1.0,Optimal,2.35,2.35,1.0
A0373,Basketball,4.22,7,5.0,87,7,91,99,Low,2026-01-08,29.54,76.0,29.54,,1.0,Optimal,29.54,29.54,1.0
A0374,Hockey,3.04,8,8.4,73,2,75,65,Low,2026-01-09,24.32,77.33333333333333,24.32,,1.0,Optimal,24.32,24.32,1.0
A0375,Football,1.13,3,5.7,59,9,92,74,Medium,2026-01-10,3.3899999999999997,69.33333333333333,3.3899999999999997,,1.0,Optimal,3.3899999999999997,3.3899999999999997,1.0
A0376,Athletics,1.78,5,7.2,81,10,93,61,High,2026-01-11,8.9,82.0,8.9,,1.0,Optimal,8.9,8.9,1.0
A0377,Athletics,4.58,1,6.7,64,9,46,56,Medium,2026-01-12,4.58,59.0,4.58,,1.0,Optimal,4.58,4.58,1.0
A0378,Football,4.29,7,7.9,86,6,85,88,Low,2026-01-13,30.03,83.33333333333333,30.03,,1.0,Optimal,30.03,30.03,1.0
A0379,Basketball,1.14,5,6.5,69,3,85,66,Low,2026-01-14,5.699999999999999,73.0,5.699999999999999,,1.0,Optimal,5.699999999999999,5.699999999999999,1.0
A0380,Football,2.11,8,8.5,52,1,75,94,Medium,2026-01-15,16.88,70.66666666666667,16.88,,1.0,Optimal,16.88,16.88,1.0
A0381,Hockey,2.16,8,7.9,86,4,55,60,Low,2026-01-16,17.28,73.33333333333333,17.28,,1.0,Optimal,17.28,17.28,1.0
A0382,Swimming,4.36,9,7.6,89,3,63,55,Medium,2026-01-17,39.24,76.0,39.24,,1.0,Optimal,39.24,39.24,1.0
A0383,Athletics,1.1,7,8.2,57,1,100,72,Low,2026-01-18,7.700000000000001,79.66666666666667,7.700000000000001,,1.0,Optimal,7.700000000000001,7.700000000000001,1.0
A0384,Cricket,1.52,1,8.0,89,3,93,76,Low,2026-01-19,1.52,87.33333333333333,1.52,,1.0,Optimal,1.52,1.52,1.0
A0385,Cricket,5.0,3,5.1,93,4,40,95,Low,2026-01-20,15.0,61.333333333333336,15.0,,1.0,Optimal,15.0,15.0,1.0
A0386,Hockey,1.89,8,6.6,72,8,88,55,Low,2026-01-21,15.12,75.33333333333333,15.12,,1.0,Optimal,15.12,15.12,1.0
A0387,Tennis,4.26,3,8.7,89,9,64,87,Low,2026-01-22,12.78,80.0,12.78,,1.0,Optimal,12.78,12.78,1.0
A0388,Badminton,2.19,8,5.5,60,3,49,51,Low,2026-01-23,17.52,54.666666666666664,17.52,,1.0,Optimal,17.52,17.52,1.0
A0389,Football,1.5,1,7.9,95,6,93,71,Low,2026-01-24,1.5,89.0,1.5,,1.0,Optimal,1.5,1.5,1.0
A0390,Football,2.22,5,8.9,57,10,55,69,Low,2026-01-25,11.100000000000001,67.0,11.100000000000001,,1.0,Optimal,11.100000000000001,11.100000000000001,1.0
A0391,Tennis,4.61,4,5.2,78,5,55,74,Low,2026-01-26,18.44,61.666666666666664,18.44,,1.0,Optimal,18.44,18.44,1.0
A0392,Tennis,5.28,5,7.7,79,6,97,64,Medium,2026-01-27,26.400000000000002,84.33333333333333,26.400000000000002,,1.0,Optimal,26.400000000000002,26.400000000000002,1.0
A0393,Hockey,5.15,8,6.9,59,4,47,98,High,2026-01-28,41.2,58.333333333333336,41.2,,1.0,Optimal,41.2,41.2,1.0
A0394,Hockey,2.99,10,7.3,88,10,68,78,Medium,2026-01-29,29.900000000000002,76.33333333333333,29.900000000000002,,1.0,Optimal,29.900000000000002,29.900000000000002,1.0
A0395,Tennis,4.34,4,5.3,77,6,78,57,High,2026-01-30,17.36,69.33333333333333,17.36,,1.0,Optimal,17.36,17.36,1.0
A0396,Athletics,2.02,4,5.2,98,7,67,86,Low,2026-01-31,8.08,72.33333333333333,8.08,,1.0,Optimal,8.08,8.08,1.0
A0397,Hockey,2.47,3,7.7,85,9,45,98,Low,2026-02-01,7.41,69.0,7.41,,1.0,Optimal,7.41,7.41,1.0
A0398,Swimming,5.48,7,8.3,62,10,55,82,Low,2026-02-02,38.36,66.66666666666667,38.36,,1.0,Optimal,38.36,38.36,1.0
A0399,Hockey,1.07,3,8.1,81,7,59,71,Medium,2026-02-03,3.21,73.66666666666667,3.21,,1.0,Optimal,3.21,3.21,1.0
A0400,Football,1.43,3,7.2,85,6,55,99,Low,2026-02-04,4.29,70.66666666666667,4.29,,1.0,Optimal,4.29,4.29,1.0
A0401,Hockey,2.04,10,5.4,86,1,46,96,Low,2026-02-05,20.4,62.0,20.4,,1.0,Optimal,20.4,20.4,1.0
A0402,Athletics,1.13,5,7.8,75,2,80,54,Medium,2026-02-06,5.6499999999999995,77.66666666666667,5.6499999999999995,,1.0,Optimal,5.6499999999999995,5.6499999999999995,1.0
A0403,Tennis,1.91,5,6.0,71,1,53,88,Low,2026-02-07,9.549999999999999,61.333333333333336,9.549999999999999,,1.0,Optimal,9.549999999999999,9.549999999999999,1.0
A0404,Football,3.92,6,8.6,53,9,82,67,Low,2026-02-08,23.52,73.66666666666667,23.52,,1.0,Optimal,23.52,23.52,1.0
A0405,Hockey,3.11,8,8.4,80,10,65,87,Low,2026-02-09,24.88,76.33333333333333,24.88,,1.0,Optimal,24.88,24.88,1.0
A0406,Athletics,5.46,10,7.8,67,10,65,86,Low,2026-02-10,54.6,70.0,54.6,,1.0,Optimal,54.6,54.6,1.0
A0407,Swimming,5.09,6,8.8,87,9,53,79,Low,2026-02-11,30.54,76.0,30.54,,1.0,Optimal,30.54,30.54,1.0
A0408,Hockey,2.71,1,5.1,73,7,46,100,Low,2026-02-12,2.71,56.666666666666664,2.71,,1.0,Optimal,2.71,2.71,1.0
A0409,Athletics,2.3,8,7.9,72,2,72,80,Low,2026-02-13,18.4,74.33333333333333,18.4,,1.0,Optimal,18.4,18.4,1.0
A0410,Swimming,2.9,8,6.3,71,6,65,59,Low,2026-02-14,23.2,66.33333333333333,23.2,,1.0,Optimal,23.2,23.2,1.0
A0411,Tennis,3.95,9,8.6,51,4,96,64,Medium,2026-02-15,35.550000000000004,77.66666666666667,35.550000000000004,,1.0,Optimal,35.550000000000004,35.550000000000004,1.0
A0412,Hockey,2.34,9,6.1,80,1,84,91,Medium,2026-02-16,21.06,75.0,21.06,,1.0,Optimal,21.06,21.06,1.0
A0413,Swimming,4.12,2,7.9,60,1,59,97,Low,2026-02-17,8.24,66.0,8.24,,1.0,Optimal,8.24,8.24,1.0
A0414,Football,3.05,2,8.5,77,5,42,93,Medium,2026-02-18,6.1,68.0,6.1,,1.0,Optimal,6.1,6.1,1.0
A0415,Tennis,3.76,3,5.2,95,2,91,67,Low,2026-02-19,11.28,79.33333333333333,11.28,,1.0,Optimal,11.28,11.28,1.0
A0416,Football,3.18,1,6.6,81,4,43,72,Low,2026-02-20,3.18,63.333333333333336,3.18,,1.0,Optimal,3.18,3.18,1.0
A0417,Cricket,2.47,4,8.0,54,1,100,82,Low,2026-02-21,9.88,78.0,9.88,,1.0,Optimal,9.88,9.88,1.0
A0418,Basketball,5.74,4,6.8,87,4,65,65,Low,2026-02-22,22.96,73.33333333333333,22.96,,1.0,Optimal,22.96,22.96,1.0
A0419,Hockey,4.82,9,6.1,59,6,50,87,Low,2026-02-23,43.38,56.666666666666664,43.38,,1.0,Optimal,43.38,43.38,1.0
A0420,Swimming,1.7,9,5.9,89,10,41,84,Low,2026-02-24,15.299999999999999,63.0,15.299999999999999,,1.0,Optimal,15.299999999999999,15.299999999999999,1.0
A0421,Basketball,5.34,9,5.5,95,4,53,83,Low,2026-02-25,48.06,67.66666666666667,48.06,,1.0,Optimal,48.06,48.06,1.0
A0422,Basketball,3.44,10,8.4,73,1,83,77,Medium,2026-02-26,34.4,80.0,34.4,,1.0,Optimal,34.4,34.4,1.0
A0423,Swimming,5.47,7,7.3,84,7,69,51,Low,2026-02-27,38.29,75.33333333333333,38.29,,1.0,Optimal,38.29,38.29,1.0
A0424,Tennis,5.0,2,5.3,93,2,88,79,Low,2026-02-28,10.0,78.0,10.0,,1.0,Optimal,10.0,10.0,1.0
A0425,Hockey,3.13,10,6.5,97,9,51,62,Low,2026-03-01,31.299999999999997,71.0,31.299999999999997,,1.0,Optimal,31.299999999999997,31.299999999999997,1.0
A0426,Cricket,1.11,5,6.5,72,3,65,90,Low,2026-03-02,5.550000000000001,67.33333333333333,5.550000000000001,,1.0,Optimal,5.550000000000001,5.550000000000001,1.0
A0427,Football,2.34,4,5.7,66,8,83,65,Low,2026-03-03,9.36,68.66666666666667,9.36,,1.0,Optimal,9.36,9.36,1.0
A0428,Athletics,3.71,8,6.7,50,8,72,54,Low,2026-03-04,29.68,63.0,29.68,,1.0,Optimal,29.68,29.68,1.0
A0429,Football,4.17,2,6.3,80,3,52,77,Low,2026-03-05,8.34,65.0,8.34,,1.0,Optimal,8.34,8.34,1.0
A0430,Athletics,2.29,6,6.4,80,4,53,88,Medium,2026-03-06,13.74,65.66666666666667,13.74,,1.0,Optimal,13.74,13.74,1.0
A0431,Football,1.7,5,8.0,91,2,63,94,Low,2026-03-07,8.5,78.0,8.5,,1.0,Optimal,8.5,8.5,1.0
A0432,Swimming,5.17,2,5.9,91,4,73,69,High,2026-03-08,10.34,74.33333333333333,10.34,,1.0,Optimal,10.34,10.34,1.0
A0433,Cricket,5.92,10,7.6,83,9,83,73,Low,2026-03-09,59.2,80.66666666666667,59.2,,1.0,Optimal,59.2,59.2,1.0
A0434,Hockey,3.63,1,7.3,58,2,65,76,Low,2026-03-10,3.63,65.33333333333333,3.63,,1.0,Optimal,3.63,3.63,1.0
A0435,Athletics,1.86,8,7.3,71,3,60,79,Low,2026-03-11,14.88,68.0,14.88,,1.0,Optimal,14.88,14.88,1.0
A0436,Hockey,2.36,2,7.7,62,4,67,94,Low,2026-03-12,4.72,68.66666666666667,4.72,,1.0,Optimal,4.72,4.72,1.0
A0437,Hockey,1.09,7,7.2,74,5,87,76,Low,2026-03-13,7.630000000000001,77.66666666666667,7.630000000000001,,1.0,Optimal,7.630000000000001,7.630000000000001,1.0
A0438,Hockey,5.57,9,8.5,97,1,75,75,Low,2026-03-14,50.13,85.66666666666667,50.13,,1.0,Optimal,50.13,50.13,1.0
A0439,Badminton,1.59,9,7.7,67,7,79,56,Medium,2026-03-15,14.31,74.33333333333333,14.31,,1.0,Optimal,14.31,14.31,1.0
A0440,Tennis,3.88,8,7.2,100,10,41,91,High,2026-03-16,31.04,71.0,31.04,,1.0,Optimal,31.04,31.04,1.0
A0441,Football,2.37,10,8.3,61,7,81,96,Low,2026-03-17,23.700000000000003,75.0,23.700000000000003,,1.0,Optimal,23.700000000000003,23.700000000000003,1.0
A0442,Hockey,3.77,9,7.4,89,9,48,87,Low,2026-03-18,33.93,70.33333333333333,33.93,,1.0,Optimal,33.93,33.93,1.0
A0443,Football,4.26,2,6.2,66,4,62,54,Low,2026-03-19,8.52,63.333333333333336,8.52,,1.0,Optimal,8.52,8.52,1.0
A0444,Hockey,5.15,6,5.8,64,6,54,72,Low,2026-03-20,30.900000000000002,58.666666666666664,30.900000000000002,,1.0,Optimal,30.900000000000002,30.900000000000002,1.0
A0445,Athletics,2.03,4,5.6,91,2,52,77,Medium,2026-03-21,8.12,66.33333333333333,8.12,,1.0,Optimal,8.12,8.12,1.0
A0446,Tennis,1.05,4,8.6,64,4,62,83,Medium,2026-03-22,4.2,70.66666666666667,4.2,,1.0,Optimal,4.2,4.2,1.0
A0447,Tennis,1.68,5,7.8,64,2,56,64,Medium,2026-03-23,8.4,66.0,8.4,,1.0,Optimal,8.4,8.4,1.0
A0448,Swimming,5.5,3,8.7,88,10,87,81,Low,2026-03-24,16.5,87.33333333333333,16.5,,1.0,Optimal,16.5,16.5,1.0
A0449,Badminton,5.37,1,7.4,62,5,99,75,Low,2026-03-25,5.37,78.33333333333333,5.37,,1.0,Optimal,5.37,5.37,1.0
A0450,Swimming,3.99,8,6.9,66,7,41,97,Low,2026-03-26,31.92,58.666666666666664,31.92,,1.0,Optimal,31.92,31.92,1.0
A0451,Swimming,4.0,5,5.2,81,1,59,80,High,2026-03-27,20.0,64.0,20.0,,1.0,Optimal,20.0,20.0,1.0
A0452,Swimming,4.33,3,7.7,58,10,59,68,Low,2026-03-28,12.99,64.66666666666667,12.99,,1.0,Optimal,12.99,12.99,1.0
A0453,Swimming,1.88,10,7.3,89,10,98,58,Low,2026-03-29,18.799999999999997,86.66666666666667,18.799999999999997,,1.0,Optimal,18.799999999999997,18.799999999999997,1.0
A0454,Swimming,5.57,7,9.0,69,7,85,78,Low,2026-03-30,38.99,81.33333333333333,38.99,,1.0,Optimal,38.99,38.99,1.0
A0455,Cricket,3.09,7,6.0,75,10,42,100,Medium,2026-03-31,21.63,59.0,21.63,,1.0,Optimal,21.63,21.63,1.0
A0456,Tennis,2.92,1,7.1,76,6,94,88,Low,2026-04-01,2.92,80.33333333333333,2.92,,1.0,Optimal,2.92,2.92,1.0
A0457,Swimming,3.59,9,7.6,70,6,51,53,Low,2026-04-02,32.31,65.66666666666667,32.31,,1.0,Optimal,32.31,32.31,1.0
A0458,Hockey,1.23,2,7.6,67,8,79,52,High,2026-04-03,2.46,74.0,2.46,,1.0,Optimal,2.46,2.46,1.0
A0459,Tennis,1.83,5,7.2,62,8,41,78,High,2026-04-04,9.15,58.333333333333336,9.15,,1.0,Optimal,9.15,9.15,1.0
A0460,Tennis,4.69,5,8.1,65,6,75,60,Low,2026-04-05,23.450000000000003,73.66666666666667,23.450000000000003,,1.0,Optimal,23.450000000000003,23.450000000000003,1.0
A0461,Basketball,1.41,8,5.8,58,3,53,82,Low,2026-04-06,11.28,56.333333333333336,11.28,,1.0,Optimal,11.28,11.28,1.0
A0462,Cricket,4.02,8,7.9,61,5,55,87,Medium,2026-04-07,32.16,65.0,32.16,,1.0,Optimal,32.16,32.16,1.0
A0463,Swimming,2.23,7,7.5,93,2,58,60,High,2026-04-08,15.61,75.33333333333333,15.61,,1.0,Optimal,15.61,15.61,1.0
A0464,Football,2.95,7,8.6,87,5,73,76,Low,2026-04-09,20.650000000000002,82.0,20.650000000000002,,1.0,Optimal,20.650000000000002,20.650000000000002,1.0
A0465,Athletics,2.44,6,8.4,68,9,83,82,Low,2026-04-10,14.64,78.33333333333333,14.64,,1.0,Optimal,14.64,14.64,1.0
A0466,Badminton,2.78,6,6.3,56,10,100,70,Low,2026-04-11,16.68,73.0,16.68,,1.0,Optimal,16.68,16.68,1.0
A0467,Hockey,4.6,9,6.1,84,1,85,88,Medium,2026-04-12,41.4,76.66666666666667,41.4,,1.0,Optimal,41.4,41.4,1.0
A0468,Football,2.49,6,8.9,97,10,45,80,Low,2026-04-13,14.940000000000001,77.0,14.940000000000001,,1.0,Optimal,14.940000000000001,14.940000000000001,1.0
A0469,Cricket,3.83,2,7.1,67,5,52,87,Low,2026-04-14,7.66,63.333333333333336,7.66,,1.0,Optimal,7.66,7.66,1.0
A0470,Athletics,3.38,2,8.6,65,6,75,95,Low,2026-04-15,6.76,75.33333333333333,6.76,,1.0,Optimal,6.76,6.76,1.0
A0471,Cricket,4.32,5,5.7,88,7,61,51,High,2026-04-16,21.6,68.66666666666667,21.6,,1.0,Optimal,21.6,21.6,1.0
A0472,Hockey,5.68,4,7.6,53,9,57,76,Low,2026-04-17,22.72,62.0,22.72,,1.0,Optimal,22.72,22.72,1.0
A0473,Tennis,4.66,2,8.2,74,6,51,85,Low,2026-04-18,9.32,69.0,9.32,,1.0,Optimal,9.32,9.32,1.0
A0474,Athletics,2.07,3,8.8,81,5,91,60,Low,2026-04-19,6.209999999999999,86.66666666666667,6.209999999999999,,1.0,Optimal,6.209999999999999,6.209999999999999,1.0
A0475,Tennis,1.16,7,6.3,89,7,98,96,Low,2026-04-20,8.12,83.33333333333333,8.12,,1.0,Optimal,8.12,8.12,1.0
A0476,Hockey,2.31,8,7.9,62,1,93,67,Low,2026-04-21,18.48,78.0,18.48,,1.0,Optimal,18.48,18.48,1.0
A0477,Football,3.98,6,7.2,94,5,69,50,Medium,2026-04-22,23.88,78.33333333333333,23.88,,1.0,Optimal,23.88,23.88,1.0
A0478,Hockey,1.26,5,5.2,66,2,92,84,Low,2026-04-23,6.3,70.0,6.3,,1.0,Optimal,6.3,6.3,1.0
A0479,Football,3.48,1,7.8,98,4,90,84,High,2026-04-24,3.48,88.66666666666667,3.48,,1.0,Optimal,3.48,3.48,1.0
A0480,Athletics,3.98,8,7.8,86,7,79,80,Low,2026-04-25,31.84,81.0,31.84,,1.0,Optimal,31.84,31.84,1.0
A0481,Athletics,2.67,3,8.7,55,5,46,77,Low,2026-04-26,8.01,62.666666666666664,8.01,,1.0,Optimal,8.01,8.01,1.0
A0482,Swimming,4.85,6,7.0,68,6,71,88,Low,2026-04-27,29.099999999999998,69.66666666666667,29.099999999999998,,1.0,Optimal,29.099999999999998,29.099999999999998,1.0
A0483,Cricket,1.53,3,5.9,62,2,87,50,Low,2026-04-28,4.59,69.33333333333333,4.59,,1.0,Optimal,4.59,4.59,1.0
A0484,Swimming,1.38,7,5.2,75,3,58,74,Low,2026-04-29,9.66,61.666666666666664,9.66,,1.0,Optimal,9.66,9.66,1.0
A0485,Cricket,4.64,7,6.7,63,7,45,92,Medium,2026-04-30,32.48,58.333333333333336,32.48,,1.0,Optimal,32.48,32.48,1.0
A0486,Swimming,3.48,9,6.2,80,2,59,87,Medium,2026-05-01,31.32,67.0,31.32,,1.0,Optimal,31.32,31.32,1.0
A0487,Tennis,4.44,5,8.0,53,6,66,69,Low,2026-05-02,22.200000000000003,66.33333333333333,22.200000000000003,,1.0,Optimal,22.200000000000003,22.200000000000003,1.0
A0488,Athletics,3.17,8,6.4,88,5,92,52,High,2026-05-03,25.36,81.33333333333333,25.36,,1.0,Optimal,25.36,25.36,1.0
A0489,Football,2.23,10,8.8,57,10,82,100,Low,2026-05-04,22.3,75.66666666666667,22.3,,1.0,Optimal,22.3,22.3,1.0
A0490,Cricket,5.1,10,8.8,74,1,76,51,Medium,2026-05-05,51.0,79.33333333333333,51.0,,1.0,Optimal,51.0,51.0,1.0
A0491,Hockey,5.0,8,7.5,62,10,87,67,Low,2026-05-06,40.0,74.66666666666667,40.0,,1.0,Optimal,40.0,40.0,1.0
A0492,Cricket,4.47,1,8.7,81,4,46,93,Low,2026-05-07,4.47,71.33333333333333,4.47,,1.0,Optimal,4.47,4.47,1.0
A0493,Football,2.36,5,8.0,87,2,98,59,Medium,2026-05-08,11.799999999999999,88.33333333333333,11.799999999999999,,1.0,Optimal,11.799999999999999,11.799999999999999,1.0
A0494,Swimming,3.95,3,7.2,87,4,44,54,Low,2026-05-09,11.850000000000001,67.66666666666667,11.850000000000001,,1.0,Optimal,11.850000000000001,11.850000000000001,1.0
A0495,Cricket,2.8,1,5.7,77,1,50,58,Low,2026-05-10,2.8,61.333333333333336,2.8,,1.0,Optimal,2.8,2.8,1.0
A0496,Badminton,1.46,4,6.8,79,2,54,51,Low,2026-05-11,5.84,67.0,5.84,,1.0,Optimal,5.84,5.84,1.0
A0497,Tennis,5.59,8,7.2,52,8,42,83,Low,2026-05-12,44.72,55.333333333333336,44.72,,1.0,Optimal,44.72,44.72,1.0
A0498,Athletics,1.68,3,8.5,77,6,97,87,Medium,2026-05-13,5.04,86.33333333333333,5.04,,1.0,Optimal,5.04,5.04,1.0
A0499,Football,5.75,10,6.9,52,2,44,80,Low,2026-05-14,57.5,55.0,57.5,,1.0,Optimal,57.5,57.5,1.0
A0500,Athletics,3.23,2,8.6,94,6,62,59,High,2026-05-15,6.46,80.66666666666667,6.46,,1.0,Optimal,6.46,6.46,1.0
A0501,Badminton,1.93,9,7.7,83,10,92,99,Low,2026-05-16,17.37,84.0,17.37,,1.0,Optimal,17.37,17.37,1.0
A0502,Cricket,3.71,10,5.5,65,9,76,61,Low,2026-05-17,37.1,65.33333333333333,37.1,,1.0,Optimal,37.1,37.1,1.0
A0503,Cricket,5.36,5,9.0,71,7,48,85,Medium,2026-05-18,26.8,69.66666666666667,26.8,,1.0,Optimal,26.8,26.8,1.0
A0504,Hockey,4.66,7,7.1,81,9,54,70,Low,2026-05-19,32.620000000000005,68.66666666666667,32.620000000000005,,1.0,Optimal,32.620000000000005,32.620000000000005,1.0
A0505,Badminton,5.03,2,6.6,87,5,42,98,High,2026-05-20,10.06,65.0,10.06,,1.0,Optimal,10.06,10.06,1.0
A0506,Football,4.29,9,7.6,57,7,68,96,Low,2026-05-21,38.61,67.0,38.61,,1.0,Optimal,38.61,38.61,1.0
A0507,Hockey,4.46,9,5.4,57,7,45,55,Low,2026-05-22,40.14,52.0,40.14,,1.0,Optimal,40.14,40.14,1.0
A0508,Tennis,5.25,4,7.5,55,3,56,97,Low,2026-05-23,21.0,62.0,21.0,,1.0,Optimal,21.0,21.0,1.0
A0509,Hockey,2.25,4,7.0,63,7,65,98,Low,2026-05-24,9.0,66.0,9.0,,1.0,Optimal,9.0,9.0,1.0
A0510,Basketball,3.45,6,6.6,81,1,60,52,Low,2026-05-25,20.700000000000003,69.0,20.700000000000003,,1.0,Optimal,20.700000000000003,20.700000000000003,1.0
A0511,Football,2.11,10,8.8,84,9,47,59,Medium,2026-05-26,21.099999999999998,73.0,21.099999999999998,,1.0,Optimal,21.099999999999998,21.099999999999998,1.0
A0512,Basketball,5.94,10,7.1,59,10,60,54,Low,2026-05-27,59.400000000000006,63.333333333333336,59.400000000000006,,1.0,Optimal,59.400000000000006,59.400000000000006,1.0
A0513,Badminton,5.72,10,5.9,52,6,96,95,Low,2026-05-28,57.199999999999996,69.0,57.199999999999996,,1.0,Optimal,57.199999999999996,57.199999999999996,1.0
A0514,Swimming,1.2,6,6.8,61,5,50,75,Low,2026-05-29,7.199999999999999,59.666666666666664,7.199999999999999,,1.0,Optimal,7.199999999999999,7.199999999999999,1.0
A0515,Basketball,4.53,1,8.7,98,7,77,70,Low,2026-05-30,4.53,87.33333333333333,4.53,,1.0,Optimal,4.53,4.53,1.0
A0516,Tennis,5.63,9,5.7,80,5,47,94,Low,2026-05-31,50.67,61.333333333333336,50.67,,1.0,Optimal,50.67,50.67,1.0
A0517,Hockey,1.9,2,5.9,78,10,81,75,Medium,2026-06-01,3.8,72.66666666666667,3.8,,1.0,Optimal,3.8,3.8,1.0
A0518,Swimming,3.84,5,5.1,54,5,63,87,Medium,2026-06-02,19.2,56.0,19.2,,1.0,Optimal,19.2,19.2,1.0
A0519,Hockey,5.58,9,5.1,74,10,100,93,Medium,2026-06-03,50.22,75.0,50.22,,1.0,Optimal,50.22,50.22,1.0
A0520,Basketball,1.17,4,8.3,90,7,74,75,Medium,2026-06-04,4.68,82.33333333333333,4.68,,1.0,Optimal,4.68,4.68,1.0
A0521,Hockey,4.49,3,7.9,80,10,94,57,Low,2026-06-05,13.47,84.33333333333333,13.47,,1.0,Optimal,13.47,13.47,1.0
A0522,Badminton,2.49,7,6.4,70,7,53,54,Medium,2026-06-06,17.43,62.333333333333336,17.43,,1.0,Optimal,17.43,17.43,1.0
A0523,Swimming,5.62,6,7.8,69,3,94,64,Low,2026-06-07,33.72,80.33333333333333,33.72,,1.0,Optimal,33.72,33.72,1.0
A0524,Badminton,5.86,8,6.6,88,3,53,65,Low,2026-06-08,46.88,69.0,46.88,,1.0,Optimal,46.88,46.88,1.0
A0525,Basketball,5.72,3,8.8,71,10,49,50,Low,2026-06-09,17.16,69.33333333333333,17.16,,1.0,Optimal,17.16,17.16,1.0
A0526,Badminton,3.37,5,8.9,53,3,51,65,Low,2026-06-10,16.85,64.33333333333333,16.85,,1.0,Optimal,16.85,16.85,1.0
A0527,Tennis,5.31,10,6.6,62,6,77,86,Medium,2026-06-11,53.099999999999994,68.33333333333333,53.099999999999994,,1.0,Optimal,53.099999999999994,53.099999999999994,1.0
A0528,Basketball,5.22,4,8.4,94,6,83,52,Low,2026-06-12,20.88,87.0,20.88,,1.0,Optimal,20.88,20.88,1.0
A0529,Basketball,2.6,4,8.1,91,3,94,96,Medium,2026-06-13,10.4,88.66666666666667,10.4,,1.0,Optimal,10.4,10.4,1.0
A0530,Basketball,5.14,4,6.2,99,3,85,80,Low,2026-06-14,20.56,82.0,20.56,,1.0,Optimal,20.56,20.56,1.0
A0531,Football,1.19,10,5.9,98,8,73,62,Low,2026-06-15,11.899999999999999,76.66666666666667,11.899999999999999,,1.0,Optimal,11.899999999999999,11.899999999999999,1.0
A0532,Hockey,3.98,8,6.8,69,8,80,65,Medium,2026-06-16,31.84,72.33333333333333,31.84,,1.0,Optimal,31.84,31.84,1.0
A0533,Football,2.15,6,8.1,62,7,49,92,Low,2026-06-17,12.899999999999999,64.0,12.899999999999999,,1.0,Optimal,12.899999999999999,12.899999999999999,1.0
A0534,Football,1.6,3,8.8,66,10,97,70,Low,2026-06-18,4.800000000000001,83.66666666666667,4.800000000000001,,1.0,Optimal,4.800000000000001,4.800000000000001,1.0
A0535,Tennis,1.38,10,8.1,85,4,56,51,Low,2026-06-19,13.799999999999999,74.0,13.799999999999999,,1.0,Optimal,13.799999999999999,13.799999999999999,1.0
A0536,Swimming,4.48,5,8.4,82,4,56,76,Low,2026-06-20,22.400000000000002,74.0,22.400000000000002,,1.0,Optimal,22.400000000000002,22.400000000000002,1.0
A0537,Hockey,2.7,6,7.4,50,3,42,87,Low,2026-06-21,16.200000000000003,55.333333333333336,16.200000000000003,,1.0,Optimal,16.200000000000003,16.200000000000003,1.0
A0538,Badminton,4.62,5,8.3,64,5,70,75,Low,2026-06-22,23.1,72.33333333333333,23.1,,1.0,Optimal,23.1,23.1,1.0
A0539,Cricket,1.33,6,8.1,62,3,90,87,High,2026-06-23,7.98,77.66666666666667,7.98,,1.0,Optimal,7.98,7.98,1.0
